InvoiceNo,TotalSale
556252,462.96000000000004
556010,598.0
561118,127.95
561632,425.32000000000005
559794,446.08
561485,249.87999999999997
562540,791.22
561026,172.17000000000002
562591,46.559999999999995
560728,348.2900000000001
559806,490.11
559148,96.0
558083,108.53
566296,202.53
563288,1161.0700000000002
C567627,-39.709999999999994
563246,695.26
564726,291.42999999999995
566537,371.70000000000005
563903,206.69
564058,230.98
C566745,-23.4
564649,15.0
568675,741.9
570249,898.14
571942,327.92999999999995
569331,957.3299999999999
570125,313.56
568656,141.62
570699,211.0
575046,244.56
575647,856.4100000000001
574673,420.41999999999996
574012,400.32000000000005
575584,245.4
576861,220.94000000000003
C577227,-78.72
580652,2430.0800000000004
577742,453.22
577771,41.6
577258,222.42999999999998
579672,1897.0400000000002
577880,206.27999999999997
581410,1681.54
536745,341.9
540990,258.41
537809,118.3
539551,286.59999999999997
C536825,-6.65
537898,364.4
540994,704.5900000000001
542057,161.89999999999998
542708,662.38
546220,541.1
546216,853.4799999999999
543309,240.83999999999997
545821,591.02
545868,145.70000000000002
542662,609.0099999999999
542717,121.17000000000002
547370,200.52000000000004
548007,300.75
546751,311.66
548152,305.68
551817,164.07000000000002
C547858,-24.79
548450,516.2900000000001
557631,410.34000000000003
556473,377.84000000000003
556341,506.19000000000005
557627,257.3
552559,313.93
554105,211.80999999999997
557284,133.07
557289,144.23
552558,357.15000000000003
557210,265.04999999999995
559537,115.45
560271,341.35
560689,312.9
561037,612.0999999999999
559836,516.1199999999999
561470,204.75000000000003
558568,363.78000000000003
560937,213.67000000000002
562576,228.57999999999998
561801,187.18
559922,574.7
558702,151.62
561877,483.63
559316,276.6
C562910,-4.64
567197,1062.1
566489,556.3
571660,539.1800000000001
569705,268.44
570255,690.1100000000001
568369,249.7
575938,273.51
574831,138.94
575135,131.22
575866,504.24000000000007
576890,328.6499999999999
580397,122.67999999999999
580543,578.72
580692,187.70999999999998
577089,166.15000000000003
577507,225.43999999999997
577408,110.95
581334,824.58
C548947,-17.369999999999997
553856,191.11
560894,751.75
579941,414.4800000000001
537144,329.03000000000003
541816,614.3799999999999
542274,339.59999999999997
543354,818.8599999999999
542005,337.3
542080,1012.0099999999999
541979,282.44
542377,157.4
543554,493.5
546385,1588.16
546643,542.97
547507,259.84000000000003
550446,509.34
551211,443.25
547556,162.64999999999998
549570,156.22
553572,591.6499999999999
556953,1012.86
555858,254.30999999999997
552968,148.22
555942,322.55
553229,496.49
561876,149.01999999999998
561084,265.27
560393,470.24999999999994
560412,207.94
561334,111.85999999999999
562343,376.32
565152,386.65999999999997
566586,199.79999999999998
562980,1552.6
564962,189.8
566303,307.92
572063,112.24
568333,308.69
571272,1271.57
568141,182.44000000000003
575179,343.15
573074,595.0799999999999
574035,113.00999999999999
576097,139.56
576792,295.17
576598,352.6
576758,273.03999999999996
578843,202.46999999999997
577550,307.56
578017,228.79999999999998
579927,487.68
578662,159.23000000000002
579473,392.06000000000006
580848,94.4
580023,360.29999999999995
577736,110.92
579270,246.3
569123,1132.55
571851,348.32000000000005
540951,676.5999999999999
537137,535.6
539587,754.1599999999999
536741,202.12
537031,135.0
C539055,-102.0
540562,337.39
C541117,-32.849999999999994
542782,314.15
545558,485.78000000000003
545218,463.40999999999997
541850,244.29999999999998
544193,640.1
544455,587.01
543288,182.85000000000002
C542104,-9.35
542585,243.36
544162,178.66
545425,100.43
546218,144.9
548714,459.5
550124,328.09999999999997
550359,366.47999999999996
550357,151.85
547418,369.09000000000003
547365,235.71
550180,411.86999999999995
550332,226.84000000000003
549188,308.11999999999995
555514,252.19000000000003
556728,342.1500000000001
555854,157.31
552448,111.15
552336,399.15
556804,554.62
553216,132.8
554289,306.96000000000004
554131,725.02
C558097,-59.6
558893,62.6
561710,188.02
560270,130.78
562434,229.5
559369,326.77
559529,430.05000000000007
558417,2822.7400000000002
564372,1114.52
564650,6429.639999999999
566310,1468.58
566717,237.19000000000003
563937,817.89
566074,344.90000000000003
563347,234.17000000000002
567159,426.94999999999993
565922,308.90000000000003
565855,324.96000000000004
566871,351.47
569566,609.78
568690,466.12000000000006
571104,313.86
570444,158.43999999999997
568872,383.12
575060,1095.29
576362,657.2900000000002
576351,208.16
577557,437.90999999999997
580643,326.05
581224,111.83000000000001
539498,290.51
538488,210.13
536981,97.39
537601,108.78
536526,301.24
536980,591.47
538714,275.45
536602,163.76
537465,454.6000000000001
538125,30.0
541987,480.9100000000001
541842,181.35
542152,182.45
541649,167.39
543396,313.66
546366,106.11
541684,1761.1800000000003
541700,135.74999999999997
C542734,-30.5
545441,108.32
548011,15719.56
549594,470.4
549984,623.5
550279,721.55
550517,614.0200000000001
547251,398.22
549286,78.26000000000002
547689,154.85000000000002
549851,330.62
547826,197.94000000000003
549664,148.0
552211,246.07999999999998
C548891,-3.75
C551512,-24.96
C550825,-27.25
C551947,-14.850000000000001
553935,649.3000000000001
555853,235.55999999999997
556203,130.08
555124,540.98
556784,969.9900000000002
557063,160.35
555284,3056.7200000000003
552465,181.54
553363,373.4
556060,1118.04
562849,307.22
559539,337.58
561711,532.8
560261,207.16
560974,508.25
559153,321.14000000000004
559173,416.62
560570,36.56
558069,69.6
561597,126.6
566962,110.92999999999999
566268,292.24
566967,397.17
566193,1010.9499999999998
566433,987.9399999999999
565846,121.5
565322,65.1
564062,931.5
565596,301.32
563070,349.02
567697,416.14000000000004
571883,601.8799999999999
568200,400.68100000000004
C572187,-18.0
572221,229.41
571035,1002.3100000000002
569384,207.6
572663,60.440000000000005
575181,312.00000000000006
573777,786.98
575698,431.55999999999995
574965,201.45
575492,108.5
576657,409.02000000000004
572833,30.819999999999997
579147,187.1
578114,194.41000000000003
579938,1225.1599999999999
579332,308.22
579450,967.5
578033,585.75
C579886,-91.27
581516,382.0100000000001
581241,343.5
545164,173.7
566587,347.74
565221,373.79999999999995
579910,367.75000000000006
538209,185.06
538198,919.8000000000001
538857,150.74999999999997
543486,510.06999999999994
546236,938.39
542393,545.22
550477,682.2
550189,233.12
550964,504.90000000000003
546913,248.29000000000005
547897,400.53999999999996
550626,185.07999999999998
548211,1807.0400000000002
551868,1380.1100000000001
547934,257.2
548974,335.07
556325,149.89
553900,89.0
553526,131.0
553192,1028.56
C556518,-12.7
553463,927.45
557957,551.72
560870,375.26
561366,310.72
560025,137.39000000000001
561087,261.41999999999996
560122,119.04
560246,1353.1000000000001
560096,95.4
560249,201.24999999999997
561818,147.07
562173,460.42999999999995
560928,425.96
565763,939.96
567951,17.34
567074,287.4
567628,738.5799999999999
565289,731.2800000000001
566040,459.99
565838,393.40000000000003
570342,1322.8199999999997
572210,124.80000000000001
572490,180.26999999999998
572300,132.07
572454,156.09999999999997
575843,148.95999999999998
575007,540.99
575929,314.38
572935,467.50000000000006
578623,158.42000000000002
580025,241.96999999999997
577500,225.36
578323,212.85000000000002
C578371,-136.85000000000002
577318,1072.73
579559,169.2
580279,1129.84
576901,207.99
C577722,-80.0
577027,321.15
580538,316.78
580874,557.4399999999999
561395,358.70000000000005
557939,390.50000000000006
569140,687.38
537880,365.79999999999995
539835,318.75
539957,1262.8500000000001
538917,684.26
539250,1085.46
537665,139.86
536382,430.6
543411,266.85
542898,404.00000000000006
546502,154.92000000000002
543774,1078.9
545634,308.18
C548193,-22.95
546791,665.4599999999999
548712,670.33
547845,121.95
C550028,-1.65
553870,267.55
553462,563.61
555734,343.75
553504,407.47
554699,501.83
553922,211.73000000000002
C562952,-125.77999999999999
561603,306.34999999999997
558040,177.46
561207,7.040000000000001
567161,1708.2400000000002
565327,267.8
566190,206.45
565209,112.75
566847,261.15000000000003
C563107,-36.050000000000004
564304,130.03000000000003
566299,329.44
564437,472.54
563074,9349.72
568518,189.2
571300,214.45000000000002
569538,301.87000000000006
568539,352.15999999999997
568519,314.36
572552,3472.42
576094,309.48
574081,362.43
575730,158.61
573903,740.6400000000001
575220,2506.0
572752,206.62
576941,619.9000000000001
578307,348.83000000000004
578303,541.7099999999999
578682,963.1800000000002
578946,142.12
C578991,-5.9799999999999995
578516,578.24
563755,306.81
579393,566.98
580163,273.78000000000003
536591,198.32
538800,193.89999999999998
539610,109.88000000000001
540153,331.6
C540786,-16.4
544474,192.30999999999997
544911,392.12
545711,159.3
543739,137.89999999999998
544837,161.41
545019,759.08
546118,846.45
543813,76.75
547535,163.3
549276,267.1
552166,371.9599999999999
549847,362.25999999999993
548992,838.0799999999999
549633,375.96
553034,562.79
557798,910.98
557636,349.17999999999995
555526,645.3000000000001
556254,136.25
556576,134.48000000000002
553063,311.29999999999995
555478,1139.04
555703,309.38000000000005
556323,599.4499999999999
561544,305.0
558237,613.91
562930,354.68
557975,438.79999999999995
560381,378.16
561332,593.74
561693,358.82
562205,310.33
558632,303.54
560552,750.93
558779,100.80000000000001
559401,185.81000000000003
563947,252.9
565431,471.5899999999999
567878,290.52000000000004
565381,429.38000000000005
566361,71.7
568139,192.39000000000001
570020,247.76
571936,599.4200000000001
571497,540.4
572853,522.9100000000001
573464,301.32
574281,297.90999999999997
C574658,-12.54
575143,260.04
579552,788.4599999999999
579414,387.4200000000001
578133,243.8
578326,167.06
577059,237.35999999999999
577137,325.44
580996,168.63
551294,154.66
558338,222.9
565419,573.46
569132,253.78
540277,3120.22
539015,440.19999999999993
541137,332.64
539292,304.9
543273,449.09000000000003
545048,180.65
543975,316.89
545471,306.94
545072,549.26
546215,124.94999999999999
541699,301.96000000000004
544059,120.16000000000001
541881,66.93
541587,202.93
546425,263.59
545276,110.75
549993,349.43999999999994
551398,436.3
546644,339.34
549148,187.7
549259,228.84
547096,198.79999999999998
556038,173.66
554836,783.6699999999998
552271,150.35000000000002
554506,15.18
555542,387.05
557635,194.89
556820,364.15
556279,215.39
558182,434.04
559557,1217.6399999999999
562313,496.24
558084,465.17999999999995
560692,106.75
561656,330.6
561677,112.55999999999999
563376,330.07
566617,1304.04
566861,59.8
564631,346.01
C566468,-33.0
564055,307.80000000000007
566558,679.69
564334,213.9
563712,311.78000000000003
568896,334.94
572322,143.8
568211,330.6
571318,5296.960000000001
570668,163.15
571282,153.64000000000001
570256,306.09
C569390,-305.0
573401,299.06
575854,1091.28
576607,710.86
573373,265.61
575040,657.08
575877,416.56
575757,147.1
575741,110.4
575494,288.0
572946,500.21000000000004
C573502,-76.30000000000001
574534,2118.12
577599,316.9
578074,797.7099999999998
579285,160.35
577579,111.18
580648,215.25
577740,411.35
576841,106.88
578100,368.14000000000004
580733,205.94
567302,197.55
572720,158.99000000000004
536388,226.14
538888,125.56
537045,118.88
541272,110.45000000000002
540529,479.0
536631,22.200000000000003
536761,98.9
539082,205.80000000000004
538313,1076.3200000000002
544645,1240.4
544790,757.6800000000001
C544397,-20.8
547805,474.05000000000007
547099,158.95
546660,1041.45
547887,453.98
549902,357.65
551840,1030.7
549193,415.69999999999993
546878,80.0
557758,280.73999999999995
557897,382.25
554159,147.0
561430,360.53999999999996
562199,174.00000000000003
559929,252.05
560268,211.69000000000003
566488,361.27
566904,372.16
C564903,-66.28
564553,150.35
565478,193.32
567156,168.05
564433,338.54
569790,188.41000000000003
569983,381.07000000000005
572100,143.39999999999998
568234,223.92000000000002
570002,1059.24
571675,305.76
572899,558.6
573369,113.11
574071,171.23000000000002
573068,122.68
576608,595.44
573377,405.13
577522,156.78
577218,143.14000000000001
580697,525.54
580873,3895.86
580396,207.28
577818,256.45000000000005
579194,206.32999999999998
581098,1396.9600000000003
581101,114.13999999999999
551292,431.74
564896,292.67999999999995
540531,119.49000000000001
540640,167.6
538368,141.04000000000002
540462,434.95000000000005
537219,423.52
536805,406.55999999999995
540258,682.8
542398,665.0
545041,524.9499999999999
541590,410.17999999999995
542626,279.3
543815,108.25999999999999
C543773,-12.25
545474,1120.5299999999997
544408,58.9
C546511,-3.75
548610,292.85
551846,419.0
548706,231.29999999999998
548978,784.45
550462,198.0
550185,579.0
C548543,-48.3
547866,197.89
552261,280.59999999999997
553657,135.98
553009,373.2
555637,371.45
556238,378.70000000000005
554358,2825.3999999999996
556809,223.47999999999996
560444,443.4
560222,231.39
562201,166.71999999999997
558748,115.75
561020,310.88
565423,91.86000000000001
566315,326.48
565446,400.24
572280,216.10000000000002
571217,470.55
572050,222.72
568147,347.84999999999997
568203,884.9
569029,320.0
571465,188.88
573773,889.0200000000001
574676,194.14999999999998
C575172,-12.75
574342,223.71
573423,308.77
577633,1120.11
580673,3705.4799999999996
580523,406.85999999999996
579741,163.59000000000003
580140,849.2399999999999
578108,385.05999999999995
579669,302.33
580659,151.9
581074,335.77000000000004
581584,140.64000000000001
545289,470.88
556044,165.55
576202,915.4
538057,316.82000000000005
538816,479.35
537158,184.8
538995,1185.8600000000001
538053,1571.3199999999997
536874,217.26
539478,193.64000000000001
544918,836.24
541847,437.71
541511,125.07000000000001
543173,456.05
546089,200.85
546092,380.50000000000006
543024,345.0199999999999
546951,343.49
548867,223.46000000000004
549424,651.6
551035,632.7400000000001
C548307,-7.5
547835,485.45
551385,390.84999999999997
550483,42.400000000000006
549947,451.58
553710,300.04999999999995
553499,210.35000000000002
554325,495.1
556507,1650.1
554323,320.52000000000004
556114,142.14000000000001
559342,611.22
561915,773.6899999999999
562129,988.3399999999999
559629,212.56
C561379,-3.75
561646,477.6
558075,484.4
559368,225.95
C558521,-21.8
560286,898.44
560547,614.1999999999999
564075,89.44
565463,335.8
563931,833.3199999999999
567666,588.4100000000001
563238,630.42
568145,825.9200000000001
571429,170.21999999999997
570257,380.30999999999995
569221,472.31
572048,441.20000000000005
571212,598.49
572080,25.200000000000003
568328,624.5500000000001
572314,231.61
570177,654.69
573353,225.93999999999997
574280,660.6999999999999
576503,310.1
573348,196.67999999999995
572866,184.01000000000002
575206,1296.56
573552,396.38000000000005
C574954,-37.57
577314,936.6399999999999
580553,615.2800000000001
580119,187.78
580602,116.83999999999999
578004,108.4
581442,349.35
581361,158.46
542922,490.89
568671,1873.62
537793,2746.75
537372,198.35
539308,250.45999999999998
537881,956.5
536663,299.40000000000003
537389,149.0
541990,214.4
546249,99.94999999999999
543736,610.5500000000002
543033,206.79000000000002
544179,321.25
543126,118.00000000000001
542025,303.8
C544570,-17.0
544368,617.48
548813,4037.77
C546905,-21.6
548148,297.20000000000005
549969,381.0
554117,893.3699999999999
556954,455.29999999999995
557805,344.1
554092,306.13
557349,298.44
555533,435.25
557208,351.97
552288,302.44
554283,1044.54
556486,375.03999999999996
554109,205.5
559979,304.09999999999997
562603,106.91000000000001
562455,320.29999999999995
562452,233.22000000000003
560742,312.9
562389,199.7
562457,593.35
C559952,-45.31
560549,653.9000000000001
561743,221.8
562535,319.32
563205,335.11
565579,134.90000000000003
566864,163.50000000000003
568046,193.64
566289,231.55999999999997
566266,297.36
566247,316.6
563561,776.2800000000001
C567767,-159.85000000000002
563821,301.47999999999996
563718,506.9000000000001
568558,366.09999999999997
568531,617.95
569590,302.91
C569115,-7.62
568509,504.96000000000004
569483,390.26000000000005
570716,24.900000000000002
571733,312.89
573116,409.44
576667,498.06
575076,786.36
574285,2907.2000000000003
573136,268.68
574047,302.96000000000004
576661,102.79
580736,375.59000000000003
577355,785.56
577783,2786.3999999999996
579179,71.09
579544,314.73
581574,277.08
565450,323.15999999999997
569416,324.79999999999995
539010,247.91000000000003
539754,69.28999999999999
539490,306.15
C537383,-9.049999999999999
546155,394.63
C544775,-2.6
544464,141.69
543527,314.1
545148,308.44000000000005
541799,6.6
544596,211.0
552108,289.82
548192,247.45000000000002
550906,1368.16
550826,284.76
C548352,-6.75
553151,692.9599999999999
C552858,-41.849999999999994
556125,303.62
557293,249.95000000000002
552526,147.14999999999998
555347,311.14
553491,127.5
559804,393.30999999999995
561399,1049.38
561512,221.29
560422,300.18
561528,498.04
562454,312.14
558916,663.18
559895,317.40000000000003
564197,449.56
567094,271.11
566307,656.2299999999999
563852,165.95000000000002
567085,519.89
563362,191.14
563748,310.79
569659,363.18
570448,943.6899999999998
569225,193.64999999999998
570883,464.07000000000005
569888,502.90000000000003
568148,324.0
573094,277.22999999999996
575965,342.95
573666,355.63
574097,725.7199999999999
578488,476.82000000000005
577058,406.22
579572,329.40000000000003
577296,151.37
578026,599.7800000000001
580114,289.52
577827,276.84999999999997
581095,138.67
581570,224.95000000000005
551517,204.24
540019,413.68
537405,406.68999999999994
545978,671.1600000000001
546389,751.8999999999999
541552,739.2900000000001
542265,142.71
542870,211.94
541946,309.43
C543633,-89.15
542791,439.30000000000007
545415,453.78999999999996
547800,134.56
550033,193.96000000000004
548333,132.70000000000002
547390,160.33
550627,447.52
547090,203.4
548337,284.67
553348,754.81
554636,611.85
556533,249.94
554069,508.11
554074,184.54999999999998
553183,305.45
555537,194.33999999999997
C557657,-17.0
555582,260.57
552946,296.53
558049,116.16
561926,1866.4299999999998
560212,180.42
562593,660.87
559898,353.08000000000004
C562016,-4.5600000000000005
562023,258.75
558963,1088.5
558259,110.3
C559666,-5.8
564479,470.4
565091,299.25
566275,451.39
563723,346.20000000000005
566364,395.05
563913,458.90000000000003
564329,96.75
566189,139.5
564573,110.85
563920,410.81
569728,839.9900000000001
570219,149.68
568795,159.79
572196,7398.539999999999
570796,110.03
569097,1192.5
570408,1334.1599999999999
569867,320.4
572751,391.0
574719,365.16
C574027,-201.71999999999997
575090,67.64999999999999
575766,264.12
573179,1826.8799999999999
C574894,-128.09
580908,401.74999999999994
578664,243.76
C579970,-27.35
581266,1188.2
551293,428.63999999999993
558771,346.38
569408,1897.16
577536,118.72000000000001
539590,832.08
540274,211.8
536863,112.27000000000001
538353,3762.6600000000003
538529,777.5600000000001
539666,479.4
539307,2054.9199999999996
540940,214.18
541947,301.53000000000003
543376,67.95
545305,317.15
C544034,-26.25
541585,275.5
545649,119.31000000000002
543770,340.65
541510,203.55
547801,554.1800000000001
547877,165.82999999999998
549958,590.77
550633,300.09
551507,340.71999999999997
547842,343.03
547886,329.43999999999994
547412,288.05
547790,628.15
C550751,-25.5
556127,1621.2500000000002
553165,147.58
554123,171.81999999999996
556434,658.7800000000001
557466,1965.7400000000002
554009,434.5999999999999
554701,144.8
556184,337.54999999999995
558432,342.21
562132,583.24
561056,133.76
560925,1665.2
564565,812.02
568066,202.9
564959,116.56
566438,152.82
C565025,-10.850000000000001
566901,499.55999999999995
564846,309.38
566237,142.9
566399,620.4000000000001
564430,466.74
564200,84.69
571039,568.72
568242,261.65
568374,31.6
573399,392.08000000000004
575383,168.11999999999998
576075,483.91
575516,3893.79
575501,449.2
574352,5292.720000000001
C573037,-176.42999999999998
575884,413.12
580318,629.37
576915,25.699999999999996
580160,1314.75
578445,185.81
577801,82.49999999999999
577142,344.51
578094,184.39999999999998
577701,183.32
578171,392.4
581137,321.3400000000001
C547808,-19.75
554987,68.65
558383,282.23
567183,3790.17
573955,459.79999999999995
540986,408.29
541271,431.29999999999995
539019,290.34
540900,250.65
544460,302.37
543901,115.0
545021,371.39
545815,328.8
545004,741.26
546101,188.64000000000001
542709,378.32
C543611,-87.73
547079,267.18
547963,250.42000000000002
549440,173.24999999999997
549577,2050.08
547028,422.30000000000007
555568,620.65
556828,184.18999999999997
553221,327.0
554865,134.04
555589,427.58000000000004
559322,2609.0
559676,1180.1200000000001
561911,1089.18
557966,607.2
559546,909.5999999999998
C558361,-16.8
561098,558.49
563928,739.43
564309,83.58
566304,343.8
567528,356.2
564168,128.31
571548,880.5799999999999
568207,760.97
568227,182.99
568831,403.26000000000005
570503,44.709999999999994
572319,118.31
568480,396.2
C571499,-3528.3399999999997
571842,684.1999999999999
571404,546.81
569890,326.81000000000006
572617,604.2500000000001
574104,656.95
576082,408.34000000000003
574921,686.85
573085,709.79
576063,330.45
576303,350.23999999999995
573599,447.3
574935,301.04
576087,736.58
576599,902.53
574227,427.51
C573098,-19.8
578808,647.8800000000001
581310,176.87
552825,578.4799999999999
565181,1386.0
567942,142.26999999999998
C579752,-6.359999999999999
C539726,-12.5
539826,615.6
540550,1715.8500000000001
539484,892.24
539272,97.24000000000001
538200,94.30000000000001
537879,213.3
C538834,-12.899999999999999
545301,794.0600000000001
543529,178.15
542858,123.43
543251,516.95
547253,687.15
546911,337.71
547664,269.3
548156,108.19999999999997
549251,189.67
550785,267.03000000000003
C549666,-104.13
551882,108.95
549558,167.54999999999998
554359,301.54999999999995
552327,137.95000000000002
554502,124.67999999999999
556476,302.62
557117,620.58
556128,196.66
553915,587.21
555507,300.14
556746,32.55
559017,455.17
562460,245.82999999999998
559545,288.42
562284,324.52
558233,339.26
562596,325.51
560929,53.79
562273,788.8699999999999
563558,1544.01
567853,1632.62
565916,504.35
564735,627.64
565251,11.31
568189,420.5
570983,314.15
568527,765.0
C574748,-435.0
576833,226.17000000000002
574501,327.89000000000004
572912,129.61
574046,129.06
575587,382.55999999999995
575701,973.72
575756,155.37
576228,273.03999999999996
576575,333.69
576932,492.51
577127,445.08
580304,863.77
C578269,-849.93
578362,1082.14
579605,286.01
581450,99.41
581395,123.12
554700,139.03000000000003
557995,262.87
565932,222.45000000000002
576200,256.76
572744,260.78999999999996
578273,107.36
540178,556.0699999999999
540365,479.25
544406,397.28999999999996
541970,1285.62
544823,900.0199999999999
545835,117.55
542602,195.35
542908,271.55
542648,549.5799999999999
543464,364.32
547925,602.8599999999999
550335,118.85
547940,430.23
547094,922.1
548455,152.15999999999997
554665,349.94
556491,253.29
557312,408.45
553765,171.45
555007,208.79999999999998
553706,302.64
552267,105.13
562560,1563.18
561879,738.06
559457,765.4200000000001
558442,110.92
559358,180.39000000000004
566042,182.89999999999998
563842,430.35
565087,137.38
568153,487.2
569651,705.87
571658,630.5500000000001
568651,829.9900000000001
569026,1290.6999999999998
570422,419.53999999999996
571509,204.7
568728,513.2
570882,127.34
576339,8425.539999999999
573909,212.11999999999995
574945,303.3
576099,392.57000000000005
576635,408.8
572892,326.04
575660,149.8
574680,553.1000000000001
577046,1342.7100000000003
576873,109.84
578512,435.88
581068,244.66000000000003
580166,312.64
540259,417.30000000000007
538201,190.70000000000002
542533,100.8
542631,123.95
544097,1683.9000000000003
544642,139.79999999999998
544774,220.53000000000003
548197,113.3
548640,47.7
550836,572.2499999999999
549716,331.58000000000004
551563,1102.8600000000001
548670,206.98000000000002
547076,446.15
551352,303.62
553484,298.6
554906,670.61
556415,6207.08
556467,186.55
554789,426.96
554658,306.88
554682,311.5
556727,555.8000000000001
557127,117.72999999999999
557605,147.39999999999998
C554905,-24.75
556573,480.97999999999996
558760,247.25
559527,149.02000000000004
559687,168.95
559899,281.71000000000004
561906,660.45
561189,101.14999999999999
560094,408.22
C562267,-23.6
561869,172.95999999999998
566314,405.86
567504,768.2399999999999
565614,82.75
563060,163.24
563427,193.47
564660,735.67
565366,690.15
563895,495.40000000000003
567111,271.28000000000003
568168,402.9
568224,123.97
572399,321.5
568659,474.40999999999997
571636,176.6
569640,2145.38
569213,142.51
573291,522.99
574949,210.95
C575635,-973.4000000000001
572873,343.76
572668,178.33999999999997
573420,1389.0500000000002
575078,320.34000000000003
580731,193.39000000000001
576971,312.92
581180,224.82
558535,256.67
568943,506.18
568907,525.79
578942,553.8900000000001
578998,231.20000000000002
536960,225.65
537057,274.67
537226,113.47999999999999
540094,312.95
540453,302.45000000000005
539106,920.52
536975,1705.65
539764,433.5
C536812,-883.0800000000002
545596,265.0
542272,736.6999999999999
542520,238.67
541488,780.4999999999999
541698,222.24
546398,516.4200000000001
542090,241.89
C543778,-2.95
551960,466.71000000000004
547420,345.92
549733,309.51
550525,480.2700000000001
548650,490.4
547882,539.0
550670,112.97999999999999
548484,145.26999999999998
546526,285.0
555547,709.91
552316,334.71000000000004
555499,289.46
555485,357.29999999999995
553497,75.8
553017,602.83
555240,213.86
557143,832.02
C561703,-84.19
562908,457.25
560876,1159.06
564632,472.13000000000005
