InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSale,PreviousTotalSale,PercentageChange
550579,10125,MINI FUNKY DESIGN TAPES,20,4/19/2011 11:52,0.85,13266,United Kingdom,17.0,17.0,0.0
551391,10125,MINI FUNKY DESIGN TAPES,1,4/28/2011 12:06,0.85,15514,United Kingdom,0.85,17.0,-95.0
549193,10125,MINI FUNKY DESIGN TAPES,20,4/7/2011 10:24,0.85,12580,Germany,17.0,0.85,1900.0
549262,10125,MINI FUNKY DESIGN TAPES,1,4/7/2011 12:38,0.85,14465,United Kingdom,0.85,17.0,-95.0
552851,10125,MINI FUNKY DESIGN TAPES,100,5/11/2011 15:07,0.85,12731,France,85.0,0.85,9900.000000000002
553385,10125,MINI FUNKY DESIGN TAPES,1,5/16/2011 15:53,0.85,16710,United Kingdom,0.85,85.0,-99.00000000000001
554117,10125,MINI FUNKY DESIGN TAPES,1,5/22/2011 15:12,0.85,13758,United Kingdom,0.85,0.85,0.0
551616,10125,MINI FUNKY DESIGN TAPES,1,5/3/2011 11:40,0.85,15048,United Kingdom,0.85,0.85,0.0
552269,10125,MINI FUNKY DESIGN TAPES,1,5/8/2011 11:52,0.85,16121,United Kingdom,0.85,0.85,0.0
552310,10125,MINI FUNKY DESIGN TAPES,3,5/8/2011 15:22,0.85,17323,United Kingdom,2.55,0.85,199.99999999999997
555579,10125,MINI FUNKY DESIGN TAPES,1,6/5/2011 16:02,0.85,13983,United Kingdom,0.85,2.55,-66.66666666666666
556222,10125,MINI FUNKY DESIGN TAPES,12,6/9/2011 14:23,0.85,17522,United Kingdom,10.2,0.85,1100.0
558700,10125,MINI FUNKY DESIGN TAPES,1,7/1/2011 12:33,0.85,17920,United Kingdom,0.85,10.2,-91.66666666666667
558700,10125,MINI FUNKY DESIGN TAPES,3,7/1/2011 12:33,0.85,17920,United Kingdom,2.55,0.85,199.99999999999997
559536,10125,MINI FUNKY DESIGN TAPES,5,7/10/2011 12:17,0.85,16283,United Kingdom,4.25,2.55,66.66666666666667
559979,10125,MINI FUNKY DESIGN TAPES,20,7/14/2011 11:20,0.85,14862,United Kingdom,17.0,4.25,300.0
559984,10125,MINI FUNKY DESIGN TAPES,5,7/14/2011 11:45,0.85,16657,United Kingdom,4.25,17.0,-75.0
560366,10125,MINI FUNKY DESIGN TAPES,20,7/18/2011 12:19,0.85,16859,United Kingdom,17.0,4.25,300.0
560398,10125,MINI FUNKY DESIGN TAPES,100,7/18/2011 14:10,0.85,12731,France,85.0,17.0,400.0
558860,10125,MINI FUNKY DESIGN TAPES,1,7/4/2011 12:18,0.85,17975,United Kingdom,0.85,85.0,-99.00000000000001
558868,10125,MINI FUNKY DESIGN TAPES,20,7/4/2011 12:47,0.85,13266,United Kingdom,17.0,0.85,1900.0
563034,10125,MINI FUNKY DESIGN TAPES,40,8/11/2011 14:53,0.85,17644,United Kingdom,34.0,17.0,100.0
563744,10125,MINI FUNKY DESIGN TAPES,20,8/19/2011 9:35,0.85,13266,United Kingdom,17.0,34.0,-50.0
564300,10125,MINI FUNKY DESIGN TAPES,5,8/24/2011 11:31,0.85,16723,United Kingdom,4.25,17.0,-75.0
564337,10125,MINI FUNKY DESIGN TAPES,20,8/24/2011 14:40,0.85,12649,Germany,17.0,4.25,300.0
568650,10125,MINI FUNKY DESIGN TAPES,20,9/28/2011 11:56,0.85,13505,Switzerland,17.0,17.0,0.0
568568,10125,MINI FUNKY DESIGN TAPES,20,9/28/2011 8:48,0.85,14412,United Kingdom,17.0,17.0,0.0
569097,10125,MINI FUNKY DESIGN TAPES,150,9/30/2011 12:06,0.85,12731,France,127.5,17.0,650.0
565585,10125,MINI FUNKY DESIGN TAPES,20,9/5/2011 13:22,0.85,16172,United Kingdom,17.0,127.5,-86.66666666666667
573339,15030,FAN BLACK FRAME,10,10/30/2011 11:49,0.29,13278,United Kingdom,2.9,,
575587,15030,FAN BLACK FRAME,10,11/10/2011 12:01,0.29,17461,United Kingdom,2.9,2.9,0.0
575481,15030,FAN BLACK FRAME,12,11/9/2011 16:28,0.29,15679,United Kingdom,3.4799999999999995,2.9,19.999999999999986
580883,15030,FAN BLACK FRAME,2,12/6/2011 12:21,0.29,16979,United Kingdom,0.58,3.4799999999999995,-83.33333333333333
547669,15030,FAN BLACK FRAME,5,3/24/2011 13:37,0.29,12748,United Kingdom,1.45,0.58,150.0
558370,15030,FAN BLACK FRAME,10,6/28/2011 15:44,0.29,17750,United Kingdom,2.9,1.45,100.0
558709,15030,FAN BLACK FRAME,1,7/1/2011 13:02,0.29,17338,United Kingdom,0.29,2.9,-90.0
558709,15030,FAN BLACK FRAME,3,7/1/2011 13:02,0.29,17338,United Kingdom,0.8699999999999999,0.29,199.99999999999994
559921,15030,FAN BLACK FRAME,5,7/13/2011 15:42,0.29,13667,United Kingdom,1.45,0.8699999999999999,66.66666666666669
561049,15030,FAN BLACK FRAME,60,7/24/2011 13:03,0.29,12864,United Kingdom,17.4,1.45,1100.0
559091,15030,FAN BLACK FRAME,20,7/6/2011 10:47,0.29,17905,United Kingdom,5.8,17.4,-66.66666666666666
563565,15030,FAN BLACK FRAME,2,8/17/2011 14:22,0.29,17338,United Kingdom,0.58,5.8,-90.0
568715,15030,FAN BLACK FRAME,3,9/28/2011 16:07,0.29,17783,United Kingdom,0.8699999999999999,0.58,49.999999999999986
541491,15044B,BLUE PAPER PARASOL,6,1/18/2011 14:04,2.95,12510,Spain,17.700000000000003,,
542142,15044B,BLUE PAPER PARASOL,18,1/26/2011 9:04,2.95,12971,United Kingdom,53.1,17.700000000000003,199.99999999999994
536525,15044B,BLUE PAPER PARASOL,1,12/1/2010 12:54,2.95,14078,United Kingdom,2.95,53.1,-94.44444444444444
537405,15044B,BLUE PAPER PARASOL,1,12/6/2010 14:51,2.95,17841,United Kingdom,2.95,2.95,0.0
542863,15044B,BLUE PAPER PARASOL,12,2/1/2011 11:58,2.95,13494,United Kingdom,35.400000000000006,2.95,1100.0
545186,15044B,BLUE PAPER PARASOL,1,2/28/2011 15:05,2.95,17841,United Kingdom,2.95,35.400000000000006,-91.66666666666666
543389,15044B,BLUE PAPER PARASOL,1,2/8/2011 9:56,2.95,17841,United Kingdom,2.95,2.95,0.0
546538,15044B,BLUE PAPER PARASOL,6,3/14/2011 14:51,2.95,16327,United Kingdom,17.700000000000003,2.95,500.0000000000001
546980,15044B,BLUE PAPER PARASOL,6,3/18/2011 12:18,2.95,13591,United Kingdom,17.700000000000003,17.700000000000003,0.0
545582,15044B,BLUE PAPER PARASOL,50,3/4/2011 9:05,2.55,13694,United Kingdom,127.49999999999999,17.700000000000003,620.3389830508472
546096,15044B,BLUE PAPER PARASOL,6,3/9/2011 11:59,2.95,15502,United Kingdom,17.700000000000003,127.49999999999999,-86.11764705882352
548634,15044B,BLUE PAPER PARASOL,6,4/1/2011 12:26,2.95,12877,United Kingdom,17.700000000000003,17.700000000000003,0.0
549813,15044B,BLUE PAPER PARASOL,1,4/12/2011 12:16,2.95,17972,United Kingdom,2.95,17.700000000000003,-83.33333333333334
549910,15044B,BLUE PAPER PARASOL,2,4/12/2011 17:12,2.95,16697,United Kingdom,5.9,2.95,100.0
549964,15044B,BLUE PAPER PARASOL,6,4/13/2011 14:12,2.95,13122,United Kingdom,17.700000000000003,5.9,200.00000000000006
550941,15044B,BLUE PAPER PARASOL,2,4/21/2011 15:46,2.95,17109,United Kingdom,5.9,17.700000000000003,-66.66666666666667
548714,15044B,BLUE PAPER PARASOL,1,4/3/2011 15:07,2.95,17337,United Kingdom,2.95,5.9,-50.0
548896,15044B,BLUE PAPER PARASOL,6,4/4/2011 16:21,2.95,13767,United Kingdom,17.700000000000003,2.95,500.0000000000001
552646,15044B,BLUE PAPER PARASOL,1,5/10/2011 13:26,2.95,14078,United Kingdom,2.95,17.700000000000003,-83.33333333333334
553007,15044B,BLUE PAPER PARASOL,12,5/12/2011 16:50,2.95,14000,United Kingdom,35.400000000000006,2.95,1100.0
553034,15044B,BLUE PAPER PARASOL,3,5/12/2011 20:03,2.95,17970,United Kingdom,8.850000000000001,35.400000000000006,-75.0
553199,15044B,BLUE PAPER PARASOL,1,5/15/2011 15:13,2.95,17758,United Kingdom,2.95,8.850000000000001,-66.66666666666667
553490,15044B,BLUE PAPER PARASOL,6,5/17/2011 12:44,2.95,13309,United Kingdom,17.700000000000003,2.95,500.0000000000001
553676,15044B,BLUE PAPER PARASOL,6,5/18/2011 12:57,2.95,16553,United Kingdom,17.700000000000003,17.700000000000003,0.0
553860,15044B,BLUE PAPER PARASOL,1,5/19/2011 13:57,2.95,17841,United Kingdom,2.95,17.700000000000003,-83.33333333333334
553733,15044B,BLUE PAPER PARASOL,6,5/19/2011 8:29,2.95,14735,United Kingdom,17.700000000000003,2.95,500.0000000000001
554087,15044B,BLUE PAPER PARASOL,50,5/22/2011 12:03,2.55,13946,United Kingdom,127.49999999999999,17.700000000000003,620.3389830508472
554112,15044B,BLUE PAPER PARASOL,1,5/22/2011 14:44,2.95,17611,United Kingdom,2.95,127.49999999999999,-97.68627450980392
554135,15044B,BLUE PAPER PARASOL,6,5/23/2011 9:58,2.95,12877,United Kingdom,17.700000000000003,2.95,500.0000000000001
554494,15044B,BLUE PAPER PARASOL,2,5/24/2011 14:00,2.95,16327,United Kingdom,5.9,17.700000000000003,-66.66666666666667
C554905,15044B,BLUE PAPER PARASOL,-1,5/27/2011 11:17,2.95,14191,United Kingdom,-2.95,5.9,-150.00000000000003
554937,15044B,BLUE PAPER PARASOL,2,5/27/2011 13:32,2.95,15402,United Kingdom,5.9,-2.95,-300.00000000000006
551886,15044B,BLUE PAPER PARASOL,6,5/5/2011 9:23,2.95,12569,Germany,17.700000000000003,5.9,200.00000000000006
552039,15044B,BLUE PAPER PARASOL,6,5/6/2011 8:10,2.95,13081,United Kingdom,17.700000000000003,17.700000000000003,0.0
556282,15044B,BLUE PAPER PARASOL,6,6/10/2011 8:24,2.95,15679,United Kingdom,17.700000000000003,17.700000000000003,0.0
556914,15044B,BLUE PAPER PARASOL,9,6/15/2011 13:34,2.95,12877,United Kingdom,26.55,17.700000000000003,49.99999999999998
557066,15044B,BLUE PAPER PARASOL,6,6/16/2011 15:10,2.95,17463,United Kingdom,17.700000000000003,26.55,-33.33333333333333
557267,15044B,BLUE PAPER PARASOL,1,6/19/2011 11:23,2.95,16805,United Kingdom,2.95,17.700000000000003,-83.33333333333334
557787,15044B,BLUE PAPER PARASOL,1,6/22/2011 16:16,2.95,15041,United Kingdom,2.95,2.95,0.0
558159,15044B,BLUE PAPER PARASOL,3,6/27/2011 11:50,2.95,16904,United Kingdom,8.850000000000001,2.95,200.00000000000006
558200,15044B,BLUE PAPER PARASOL,2,6/27/2011 13:00,2.95,15976,United Kingdom,5.9,8.850000000000001,-33.33333333333334
558558,15044B,BLUE PAPER PARASOL,1,6/30/2011 13:17,2.95,17841,United Kingdom,2.95,5.9,-50.0
556114,15044B,BLUE PAPER PARASOL,6,6/9/2011 9:36,2.95,12569,Germany,17.700000000000003,2.95,500.0000000000001
559639,15044B,BLUE PAPER PARASOL,8,7/11/2011 12:23,2.95,13767,United Kingdom,23.6,17.700000000000003,33.33333333333332
560035,15044B,BLUE PAPER PARASOL,6,7/14/2011 13:41,2.95,17706,United Kingdom,17.700000000000003,23.6,-24.999999999999993
560892,15044B,BLUE PAPER PARASOL,6,7/21/2011 17:08,2.95,13089,United Kingdom,17.700000000000003,17.700000000000003,0.0
558872,15044B,BLUE PAPER PARASOL,5,7/4/2011 13:19,2.95,17464,United Kingdom,14.75,17.700000000000003,-16.66666666666668
567477,15044B,BLUE PAPER PARASOL,3,9/20/2011 13:20,2.95,16327,United Kingdom,8.850000000000001,14.75,-39.99999999999999
568712,15044B,BLUE PAPER PARASOL,3,9/28/2011 15:50,2.95,17841,United Kingdom,8.850000000000001,8.850000000000001,0.0
541856,16033,MINI HIGHLIGHTER PENS,120,1/23/2011 15:16,0.12,17673,United Kingdom,14.399999999999999,,
538367,16033,MINI HIGHLIGHTER PENS,120,12/12/2010 10:48,0.12,14800,United Kingdom,14.399999999999999,14.399999999999999,0.0
539628,16033,MINI HIGHLIGHTER PENS,120,12/20/2010 14:49,0.12,18097,United Kingdom,14.399999999999999,14.399999999999999,0.0
544320,16033,MINI HIGHLIGHTER PENS,480,2/17/2011 15:40,0.12,17381,United Kingdom,57.599999999999994,14.399999999999999,300.0
536837,16161M,WRAP  PINK FLOCK,25,12/2/2010 18:15,0.42,14395,United Kingdom,10.5,,
540798,16161U,WRAP SUKI AND FRIENDS,25,1/11/2011 12:11,0.42,17365,United Kingdom,10.5,,
540703,16161U,WRAP SUKI AND FRIENDS,25,1/11/2011 9:58,0.42,14135,United Kingdom,10.5,10.5,0.0
541123,16161U,WRAP SUKI AND FRIENDS,25,1/14/2011 9:52,0.42,13385,United Kingdom,10.5,10.5,0.0
541291,16161U,WRAP SUKI AND FRIENDS,25,1/17/2011 13:25,0.42,14667,United Kingdom,10.5,10.5,0.0
542148,16161U,WRAP SUKI AND FRIENDS,25,1/26/2011 10:10,0.42,14060,United Kingdom,10.5,10.5,0.0
542347,16161U,WRAP SUKI AND FRIENDS,25,1/27/2011 12:06,0.42,12826,United Kingdom,10.5,10.5,0.0
540148,16161U,WRAP SUKI AND FRIENDS,25,1/5/2011 10:58,0.42,14189,United Kingdom,10.5,10.5,0.0
540357,16161U,WRAP SUKI AND FRIENDS,25,1/6/2011 15:14,0.42,13093,United Kingdom,10.5,10.5,0.0
540372,16161U,WRAP SUKI AND FRIENDS,25,1/6/2011 16:41,0.42,13081,United Kingdom,10.5,10.5,0.0
540409,16161U,WRAP SUKI AND FRIENDS,25,1/7/2011 10:00,0.42,16019,United Kingdom,10.5,10.5,0.0
540404,16161U,WRAP SUKI AND FRIENDS,25,1/7/2011 9:40,0.42,12947,United Kingdom,10.5,10.5,0.0
540509,16161U,WRAP SUKI AND FRIENDS,25,1/9/2011 11:27,0.42,14800,United Kingdom,10.5,10.5,0.0
570666,16161U,WRAP SUKI AND FRIENDS,25,10/11/2011 14:24,0.42,13919,Denmark,10.5,10.5,0.0
570806,16161U,WRAP SUKI AND FRIENDS,25,10/12/2011 12:42,0.42,13115,United Kingdom,10.5,10.5,0.0
571039,16161U,WRAP SUKI AND FRIENDS,25,10/13/2011 12:59,0.42,16121,United Kingdom,10.5,10.5,0.0
571099,16161U,WRAP SUKI AND FRIENDS,50,10/13/2011 15:43,0.42,13911,United Kingdom,21.0,10.5,100.0
571824,16161U,WRAP SUKI AND FRIENDS,25,10/19/2011 11:49,0.42,12472,Germany,10.5,21.0,-50.0
571846,16161U,WRAP SUKI AND FRIENDS,25,10/19/2011 12:35,0.42,17841,United Kingdom,10.5,10.5,0.0
572037,16161U,WRAP SUKI AND FRIENDS,25,10/20/2011 12:07,0.42,17365,United Kingdom,10.5,10.5,0.0
572061,16161U,WRAP SUKI AND FRIENDS,25,10/20/2011 12:53,0.42,12474,Germany,10.5,10.5,0.0
573074,16161U,WRAP SUKI AND FRIENDS,25,10/27/2011 14:03,0.42,16265,United Kingdom,10.5,10.5,0.0
569405,16161U,WRAP SUKI AND FRIENDS,25,10/4/2011 9:05,0.42,15241,United Kingdom,10.5,10.5,0.0
569572,16161U,WRAP SUKI AND FRIENDS,400,10/5/2011 10:10,0.36,16684,United Kingdom,144.0,10.5,1271.4285714285713
569653,16161U,WRAP SUKI AND FRIENDS,25,10/5/2011 12:52,0.42,12451,Switzerland,10.5,144.0,-92.70833333333334
569565,16161U,WRAP SUKI AND FRIENDS,25,10/5/2011 9:52,0.42,16722,United Kingdom,10.5,10.5,0.0
C569985,16161U,WRAP SUKI AND FRIENDS,-25,10/6/2011 19:51,0.42,15365,United Kingdom,-10.5,10.5,-200.0
570113,16161U,WRAP SUKI AND FRIENDS,125,10/7/2011 12:31,0.42,15874,United Kingdom,52.5,-10.5,-600.0
576650,16161U,WRAP SUKI AND FRIENDS,25,11/16/2011 10:34,0.42,14286,United Kingdom,10.5,52.5,-80.0
577095,16161U,WRAP SUKI AND FRIENDS,25,11/17/2011 16:39,0.42,15867,United Kingdom,10.5,10.5,0.0
578025,16161U,WRAP SUKI AND FRIENDS,25,11/22/2011 13:28,0.42,16722,United Kingdom,10.5,10.5,0.0
578171,16161U,WRAP SUKI AND FRIENDS,25,11/23/2011 11:36,0.42,17685,United Kingdom,10.5,10.5,0.0
578211,16161U,WRAP SUKI AND FRIENDS,50,11/23/2011 11:47,0.42,12748,United Kingdom,21.0,10.5,100.0
579001,16161U,WRAP SUKI AND FRIENDS,25,11/27/2011 16:19,0.42,15555,United Kingdom,10.5,21.0,-50.0
579134,16161U,WRAP SUKI AND FRIENDS,25,11/28/2011 12:38,0.42,13115,United Kingdom,10.5,10.5,0.0
574091,16161U,WRAP SUKI AND FRIENDS,25,11/3/2011 9:20,0.42,17086,United Kingdom,10.5,10.5,0.0
574531,16161U,WRAP SUKI AND FRIENDS,25,11/4/2011 14:11,0.42,12748,United Kingdom,10.5,10.5,0.0
574331,16161U,WRAP SUKI AND FRIENDS,25,11/4/2011 9:24,0.42,13178,United Kingdom,10.5,10.5,0.0
575144,16161U,WRAP SUKI AND FRIENDS,25,11/8/2011 15:38,0.42,12540,Spain,10.5,10.5,0.0
538207,16161U,WRAP SUKI AND FRIENDS,25,12/10/2010 11:33,0.42,12748,United Kingdom,10.5,10.5,0.0
539475,16161U,WRAP SUKI AND FRIENDS,25,12/19/2010 14:41,0.42,16686,United Kingdom,10.5,10.5,0.0
580152,16161U,WRAP SUKI AND FRIENDS,25,12/2/2011 10:22,0.42,12364,Belgium,10.5,10.5,0.0
580364,16161U,WRAP SUKI AND FRIENDS,25,12/2/2011 16:34,0.42,13309,United Kingdom,10.5,10.5,0.0
537204,16161U,WRAP SUKI AND FRIENDS,25,12/5/2010 14:45,0.42,15555,United Kingdom,10.5,10.5,0.0
537690,16161U,WRAP SUKI AND FRIENDS,25,12/8/2010 10:38,0.42,13983,United Kingdom,10.5,10.5,0.0
542789,16161U,WRAP SUKI AND FRIENDS,25,2/1/2011 10:38,0.42,17511,United Kingdom,10.5,10.5,0.0
543555,16161U,WRAP SUKI AND FRIENDS,25,2/10/2011 10:18,0.42,17686,United Kingdom,10.5,10.5,0.0
543652,16161U,WRAP SUKI AND FRIENDS,25,2/11/2011 10:15,0.42,15544,United Kingdom,10.5,10.5,0.0
543770,16161U,WRAP SUKI AND FRIENDS,50,2/11/2011 15:39,0.42,13875,United Kingdom,21.0,10.5,100.0
543997,16161U,WRAP SUKI AND FRIENDS,25,2/15/2011 10:49,0.42,17348,United Kingdom,10.5,21.0,-50.0
544795,16161U,WRAP SUKI AND FRIENDS,25,2/23/2011 13:21,0.42,15858,United Kingdom,10.5,10.5,0.0
544801,16161U,WRAP SUKI AND FRIENDS,25,2/23/2011 13:48,0.42,16145,United Kingdom,10.5,10.5,0.0
543094,16161U,WRAP SUKI AND FRIENDS,25,2/3/2011 11:28,0.42,16030,United Kingdom,10.5,10.5,0.0
543116,16161U,WRAP SUKI AND FRIENDS,25,2/3/2011 13:29,0.42,17672,United Kingdom,10.5,10.5,0.0
543196,16161U,WRAP SUKI AND FRIENDS,25,2/4/2011 12:29,0.42,13309,United Kingdom,10.5,10.5,0.0
543300,16161U,WRAP SUKI AND FRIENDS,25,2/7/2011 11:42,0.42,13334,United Kingdom,10.5,10.5,0.0
546670,16161U,WRAP SUKI AND FRIENDS,25,3/15/2011 15:37,0.42,13451,United Kingdom,10.5,10.5,0.0
547005,16161U,WRAP SUKI AND FRIENDS,25,3/18/2011 14:20,0.42,12474,Germany,10.5,10.5,0.0
547058,16161U,WRAP SUKI AND FRIENDS,25,3/20/2011 12:44,0.42,14232,United Kingdom,10.5,10.5,0.0
547093,16161U,WRAP SUKI AND FRIENDS,25,3/21/2011 8:20,0.42,14762,United Kingdom,10.5,10.5,0.0
547095,16161U,WRAP SUKI AND FRIENDS,25,3/21/2011 9:03,0.42,13018,United Kingdom,10.5,10.5,0.0
547507,16161U,WRAP SUKI AND FRIENDS,25,3/23/2011 13:39,0.42,16859,United Kingdom,10.5,10.5,0.0
547571,16161U,WRAP SUKI AND FRIENDS,25,3/24/2011 9:52,0.42,16265,United Kingdom,10.5,10.5,0.0
545530,16161U,WRAP SUKI AND FRIENDS,25,3/3/2011 13:45,0.42,17416,United Kingdom,10.5,10.5,0.0
548317,16161U,WRAP SUKI AND FRIENDS,25,3/30/2011 12:43,0.42,18179,United Kingdom,10.5,10.5,0.0
548451,16161U,WRAP SUKI AND FRIENDS,50,3/31/2011 11:25,0.42,17365,United Kingdom,21.0,10.5,100.0
545635,16161U,WRAP SUKI AND FRIENDS,25,3/4/2011 12:14,0.42,13557,United Kingdom,10.5,21.0,-50.0
545826,16161U,WRAP SUKI AND FRIENDS,25,3/7/2011 13:03,0.42,17696,United Kingdom,10.5,10.5,0.0
549577,16161U,WRAP SUKI AND FRIENDS,25,4/11/2011 8:16,0.42,14286,United Kingdom,10.5,10.5,0.0
549754,16161U,WRAP SUKI AND FRIENDS,25,4/12/2011 11:32,0.42,13700,United Kingdom,10.5,10.5,0.0
549847,16161U,WRAP SUKI AND FRIENDS,25,4/12/2011 14:43,0.42,15358,United Kingdom,10.5,10.5,0.0
549958,16161U,WRAP SUKI AND FRIENDS,25,4/13/2011 13:47,0.42,17589,United Kingdom,10.5,10.5,0.0
549911,16161U,WRAP SUKI AND FRIENDS,25,4/13/2011 8:26,0.42,14060,United Kingdom,10.5,10.5,0.0
548732,16161U,WRAP SUKI AND FRIENDS,25,4/4/2011 10:16,0.42,16142,United Kingdom,10.5,10.5,0.0
548728,16161U,WRAP SUKI AND FRIENDS,25,4/4/2011 9:55,0.42,13198,United Kingdom,10.5,10.5,0.0
552695,16161U,WRAP SUKI AND FRIENDS,25,5/10/2011 15:31,0.42,16320,Unspecified,10.5,10.5,0.0
552731,16161U,WRAP SUKI AND FRIENDS,25,5/11/2011 10:43,0.42,12372,Denmark,10.5,10.5,0.0
552835,16161U,WRAP SUKI AND FRIENDS,25,5/11/2011 14:17,0.42,17664,United Kingdom,10.5,10.5,0.0
552869,16161U,WRAP SUKI AND FRIENDS,25,5/12/2011 8:41,0.42,15106,United Kingdom,10.5,10.5,0.0
553074,16161U,WRAP SUKI AND FRIENDS,25,5/13/2011 11:45,0.42,15529,United Kingdom,10.5,10.5,0.0
553385,16161U,WRAP SUKI AND FRIENDS,25,5/16/2011 15:53,0.42,16710,United Kingdom,10.5,10.5,0.0
553490,16161U,WRAP SUKI AND FRIENDS,25,5/17/2011 12:44,0.42,13309,United Kingdom,10.5,10.5,0.0
554103,16161U,WRAP SUKI AND FRIENDS,25,5/22/2011 13:51,0.42,15555,United Kingdom,10.5,10.5,0.0
554104,16161U,WRAP SUKI AND FRIENDS,25,5/22/2011 14:03,0.42,12705,Germany,10.5,10.5,0.0
554382,16161U,WRAP SUKI AND FRIENDS,25,5/24/2011 11:55,0.42,17365,United Kingdom,10.5,10.5,0.0
554630,16161U,WRAP SUKI AND FRIENDS,25,5/25/2011 11:34,0.42,13268,United Kingdom,10.5,10.5,0.0
554964,16161U,WRAP SUKI AND FRIENDS,25,5/27/2011 15:57,0.42,15867,United Kingdom,10.5,10.5,0.0
