InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSale,PreviousTotalSale,PercentageChange
557009,10133,COLOURING PENCILS BROWN TUBE,20,6/16/2011 11:38,0.42,14321,United Kingdom,8.4,4.2,100.0
557026,10133,COLOURING PENCILS BROWN TUBE,20,6/16/2011 13:14,0.42,16571,United Kingdom,8.4,8.4,0.0
557289,10133,COLOURING PENCILS BROWN TUBE,12,6/19/2011 12:58,0.42,16880,United Kingdom,5.04,8.4,-40.0
555348,10133,COLOURING PENCILS BROWN TUBE,10,6/2/2011 12:06,0.85,15184,United Kingdom,8.5,5.04,68.65079365079364
557322,10133,COLOURING PENCILS BROWN TUBE,20,6/20/2011 9:04,0.85,17444,Canada,17.0,8.5,100.0
557612,10133,COLOURING PENCILS BROWN TUBE,49,6/21/2011 12:40,0.42,14460,United Kingdom,20.58,17.0,21.058823529411754
557770,10133,COLOURING PENCILS BROWN TUBE,20,6/22/2011 14:41,0.42,14643,United Kingdom,8.4,20.58,-59.183673469387756
557787,10133,COLOURING PENCILS BROWN TUBE,2,6/22/2011 16:16,0.42,15041,United Kingdom,0.84,8.4,-90.0
558049,10133,COLOURING PENCILS BROWN TUBE,1,6/24/2011 14:16,0.42,15850,United Kingdom,0.42,0.84,-50.0
558073,10133,COLOURING PENCILS BROWN TUBE,20,6/24/2011 16:21,0.42,13004,United Kingdom,8.4,0.42,1900.0
558102,10133,COLOURING PENCILS BROWN TUBE,2,6/26/2011 14:06,0.42,17372,United Kingdom,0.84,8.4,-90.0
558295,10133,COLOURING PENCILS BROWN TUBE,20,6/28/2011 10:38,0.42,14481,United Kingdom,8.4,0.84,900.0000000000002
558355,10133,COLOURING PENCILS BROWN TUBE,4,6/28/2011 14:58,0.42,13614,United Kingdom,1.68,8.4,-80.0
555558,10133,COLOURING PENCILS BROWN TUBE,10,6/5/2011 14:06,0.42,14159,United Kingdom,4.2,1.68,150.00000000000003
555741,10133,COLOURING PENCILS BROWN TUBE,10,6/7/2011 10:05,0.42,16817,United Kingdom,4.2,4.2,0.0
555820,10133,COLOURING PENCILS BROWN TUBE,20,6/7/2011 12:01,0.42,16133,United Kingdom,8.4,4.2,100.0
555845,10133,COLOURING PENCILS BROWN TUBE,30,6/7/2011 13:19,0.42,17015,United Kingdom,12.6,8.4,49.999999999999986
555853,10133,COLOURING PENCILS BROWN TUBE,2,6/7/2011 13:44,0.42,14375,United Kingdom,0.84,12.6,-93.33333333333333
555859,10133,COLOURING PENCILS BROWN TUBE,20,6/7/2011 14:22,0.42,17987,United Kingdom,8.4,0.84,900.0000000000002
555866,10133,COLOURING PENCILS BROWN TUBE,20,6/7/2011 14:38,0.42,16841,United Kingdom,8.4,8.4,0.0
556038,10133,COLOURING PENCILS BROWN TUBE,10,6/8/2011 12:38,0.42,13184,United Kingdom,4.2,8.4,-50.0
556103,10133,COLOURING PENCILS BROWN TUBE,1,6/8/2011 16:18,0.42,16011,United Kingdom,0.42,4.2,-90.0
556193,10133,COLOURING PENCILS BROWN TUBE,20,6/9/2011 12:04,0.42,14132,United Kingdom,8.4,0.42,1900.0
556214,10133,COLOURING PENCILS BROWN TUBE,20,6/9/2011 14:14,0.42,14913,United Kingdom,8.4,8.4,0.0
558679,10133,COLOURING PENCILS BROWN TUBE,20,7/1/2011 10:58,0.42,17800,United Kingdom,8.4,8.4,0.0
558707,10133,COLOURING PENCILS BROWN TUBE,4,7/1/2011 12:58,0.42,12748,United Kingdom,1.68,8.4,-80.0
558714,10133,COLOURING PENCILS BROWN TUBE,10,7/1/2011 13:17,0.42,17888,United Kingdom,4.2,1.68,150.00000000000003
C558716,10133,COLOURING PENCILS BROWN TUBE,-10,7/1/2011 13:22,0.42,17888,United Kingdom,-4.2,4.2,-200.0
559528,10133,COLOURING PENCILS BROWN TUBE,6,7/10/2011 11:34,0.42,13064,United Kingdom,2.52,-4.2,-160.0
559542,10133,COLOURING PENCILS BROWN TUBE,10,7/10/2011 13:32,0.42,17126,United Kingdom,4.2,2.52,66.66666666666667
559557,10133,COLOURING PENCILS BROWN TUBE,20,7/11/2011 10:33,0.42,17444,Canada,8.4,4.2,100.0
559668,10133,COLOURING PENCILS BROWN TUBE,20,7/11/2011 13:40,0.42,13394,United Kingdom,8.4,8.4,0.0
559715,10133,COLOURING PENCILS BROWN TUBE,60,7/12/2011 10:47,0.42,14132,United Kingdom,25.2,8.4,199.99999999999994
559893,10133,COLOURING PENCILS BROWN TUBE,4,7/13/2011 12:06,0.42,14498,United Kingdom,1.68,25.2,-93.33333333333333
559904,10133,COLOURING PENCILS BROWN TUBE,20,7/13/2011 13:20,0.42,13149,United Kingdom,8.4,1.68,400.0000000000001
559984,10133,COLOURING PENCILS BROWN TUBE,25,7/14/2011 11:45,0.42,16657,United Kingdom,10.5,8.4,24.999999999999993
560106,10133,COLOURING PENCILS BROWN TUBE,20,7/14/2011 20:01,0.42,17554,United Kingdom,8.4,10.5,-19.999999999999996
560239,10133,COLOURING PENCILS BROWN TUBE,20,7/17/2011 11:50,0.42,13507,United Kingdom,8.4,8.4,0.0
560828,10133,COLOURING PENCILS BROWN TUBE,20,7/21/2011 11:55,0.42,14298,United Kingdom,8.4,8.4,0.0
560845,10133,COLOURING PENCILS BROWN TUBE,20,7/21/2011 12:29,0.42,15570,United Kingdom,8.4,8.4,0.0
560864,10133,COLOURING PENCILS BROWN TUBE,40,7/21/2011 13:54,0.42,14407,United Kingdom,16.8,8.4,100.0
561047,10133,COLOURING PENCILS BROWN TUBE,100,7/24/2011 12:46,0.42,16948,United Kingdom,42.0,16.8,150.0
561219,10133,COLOURING PENCILS BROWN TUBE,20,7/26/2011 8:51,0.42,18180,United Kingdom,8.4,42.0,-80.0
561430,10133,COLOURING PENCILS BROWN TUBE,20,7/27/2011 11:29,0.42,15172,United Kingdom,8.4,8.4,0.0
561519,10133,COLOURING PENCILS BROWN TUBE,7,7/27/2011 17:01,0.42,17870,United Kingdom,2.94,8.4,-65.0
561600,10133,COLOURING PENCILS BROWN TUBE,10,7/28/2011 11:29,0.42,15861,United Kingdom,4.2,2.94,42.85714285714287
561653,10133,COLOURING PENCILS BROWN TUBE,20,7/28/2011 15:55,0.42,14002,United Kingdom,8.4,4.2,100.0
561863,10133,COLOURING PENCILS BROWN TUBE,20,7/31/2011 10:40,0.42,17695,United Kingdom,8.4,8.4,0.0
561870,10133,COLOURING PENCILS BROWN TUBE,20,7/31/2011 11:45,0.42,14911,EIRE,8.4,8.4,0.0
558862,10133,COLOURING PENCILS BROWN TUBE,20,7/4/2011 12:25,0.42,13901,United Kingdom,8.4,8.4,0.0
558867,10133,COLOURING PENCILS BROWN TUBE,20,7/4/2011 12:41,0.42,17765,United Kingdom,8.4,8.4,0.0
559060,10133,COLOURING PENCILS BROWN TUBE,40,7/6/2011 10:00,0.42,15738,United Kingdom,16.8,8.4,100.0
559174,10133,COLOURING PENCILS BROWN TUBE,20,7/7/2011 10:04,0.42,18263,United Kingdom,8.4,16.8,-50.0
559317,10133,COLOURING PENCILS BROWN TUBE,4,7/7/2011 14:03,0.42,17611,United Kingdom,1.68,8.4,-80.0
559358,10133,COLOURING PENCILS BROWN TUBE,20,7/7/2011 19:14,0.42,15675,United Kingdom,8.4,1.68,400.0000000000001
559513,10133,COLOURING PENCILS BROWN TUBE,2,7/8/2011 15:56,0.42,14534,United Kingdom,0.84,8.4,-90.0
562965,10133,COLOURING PENCILS BROWN TUBE,20,8/11/2011 10:45,0.42,18226,United Kingdom,8.4,0.84,900.0000000000002
563354,10133,COLOURING PENCILS BROWN TUBE,3,8/15/2011 14:35,0.42,15271,United Kingdom,1.26,8.4,-85.0
563355,10133,COLOURING PENCILS BROWN TUBE,20,8/15/2011 14:39,0.42,14156,EIRE,8.4,1.26,566.6666666666667
563237,10133,COLOURING PENCILS BROWN TUBE,20,8/15/2011 9:57,0.42,14321,United Kingdom,8.4,8.4,0.0
563498,10133,COLOURING PENCILS BROWN TUBE,20,8/16/2011 16:17,0.42,17719,United Kingdom,8.4,8.4,0.0
563580,10133,COLOURING PENCILS BROWN TUBE,2,8/17/2011 15:53,0.42,16706,United Kingdom,0.84,8.4,-90.0
563674,10133,COLOURING PENCILS BROWN TUBE,40,8/18/2011 11:59,0.42,14132,United Kingdom,16.8,0.84,1900.0
563613,10133,COLOURING PENCILS BROWN TUBE,20,8/18/2011 8:49,0.42,12688,Israel,8.4,16.8,-50.0
563750,10133,COLOURING PENCILS BROWN TUBE,80,8/19/2011 10:18,0.42,16122,United Kingdom,33.6,8.4,300.0
563923,10133,COLOURING PENCILS BROWN TUBE,40,8/21/2011 14:19,0.42,14460,United Kingdom,16.8,33.6,-50.0
564049,10133,COLOURING PENCILS BROWN TUBE,10,8/22/2011 13:30,0.42,17585,United Kingdom,4.2,16.8,-75.0
564198,10133,COLOURING PENCILS BROWN TUBE,5,8/23/2011 17:18,0.42,14418,United Kingdom,2.1,4.2,-50.0
564334,10133,COLOURING PENCILS BROWN TUBE,120,8/24/2011 14:19,0.42,15812,United Kingdom,50.4,2.1,2299.9999999999995
564352,10133,COLOURING PENCILS BROWN TUBE,20,8/24/2011 15:04,0.42,14262,United Kingdom,8.4,50.4,-83.33333333333334
564482,10133,COLOURING PENCILS BROWN TUBE,20,8/25/2011 13:40,0.42,13149,United Kingdom,8.4,8.4,0.0
564510,10133,COLOURING PENCILS BROWN TUBE,20,8/25/2011 14:42,0.42,14194,United Kingdom,8.4,8.4,0.0
564642,10133,COLOURING PENCILS BROWN TUBE,20,8/26/2011 13:22,0.42,13527,United Kingdom,8.4,8.4,0.0
562211,10133,COLOURING PENCILS BROWN TUBE,40,8/3/2011 13:22,0.42,17429,United Kingdom,16.8,8.4,100.0
562346,10133,COLOURING PENCILS BROWN TUBE,20,8/4/2011 12:14,0.42,16187,United Kingdom,8.4,16.8,-50.0
562376,10133,COLOURING PENCILS BROWN TUBE,40,8/4/2011 15:04,0.42,15254,United Kingdom,16.8,8.4,100.0
562570,10133,COLOURING PENCILS BROWN TUBE,50,8/7/2011 12:10,0.42,14079,United Kingdom,21.0,16.8,24.999999999999993
565126,10133,COLOURING PENCILS BROWN TUBE,140,9/1/2011 12:17,0.42,17653,United Kingdom,58.8,21.0,179.99999999999997
565129,10133,COLOURING PENCILS BROWN TUBE,3,9/1/2011 12:41,0.42,15719,United Kingdom,1.26,58.8,-97.85714285714286
565200,10133,COLOURING PENCILS BROWN TUBE,20,9/1/2011 16:30,0.42,17576,United Kingdom,8.4,1.26,566.6666666666667
565541,10133,COLOURING PENCILS BROWN TUBE,10,9/5/2011 12:00,0.42,14159,United Kingdom,4.2,8.4,-50.0
565796,10133,COLOURING PENCILS BROWN TUBE,20,9/7/2011 10:07,0.42,14916,United Kingdom,8.4,4.2,100.0
540509,11001,ASSTD DESIGN RACING CAR PEN,16,1/9/2011 11:27,1.69,14800,United Kingdom,27.04,,
540546,11001,ASSTD DESIGN RACING CAR PEN,16,1/9/2011 15:56,1.69,12766,Portugal,27.04,27.04,0.0
570488,11001,ASSTD DESIGN RACING CAR PEN,2,10/10/2011 17:12,3.29,14096,United Kingdom,6.58,27.04,-75.66568047337279
570509,11001,ASSTD DESIGN RACING CAR PEN,16,10/11/2011 10:16,1.69,13109,United Kingdom,27.04,6.58,310.94224924012155
570648,11001,ASSTD DESIGN RACING CAR PEN,32,10/11/2011 13:09,1.69,16086,United Kingdom,54.08,27.04,100.0
571441,11001,ASSTD DESIGN RACING CAR PEN,3,10/17/2011 13:31,3.29,14096,United Kingdom,9.870000000000001,54.08,-81.74926035502958
571779,11001,ASSTD DESIGN RACING CAR PEN,16,10/19/2011 11:27,1.69,12748,United Kingdom,27.04,9.870000000000001,173.96149949341435
569246,11001,ASSTD DESIGN RACING CAR PEN,6,10/3/2011 9:57,3.29,14096,United Kingdom,19.740000000000002,27.04,-26.997041420118332
573346,11001,ASSTD DESIGN RACING CAR PEN,1,10/30/2011 12:18,1.69,17255,United Kingdom,1.69,19.740000000000002,-91.4387031408308
573576,11001,ASSTD DESIGN RACING CAR PEN,1,10/31/2011 14:09,3.29,14096,United Kingdom,3.29,1.69,94.67455621301775
569406,11001,ASSTD DESIGN RACING CAR PEN,16,10/4/2011 9:09,1.69,16253,United Kingdom,27.04,3.29,721.8844984802431
C569682,11001,ASSTD DESIGN RACING CAR PEN,-2,10/5/2011 14:33,1.69,15351,United Kingdom,-3.38,27.04,-112.5
569823,11001,ASSTD DESIGN RACING CAR PEN,1,10/6/2011 12:15,1.69,16895,United Kingdom,1.69,-3.38,-150.00000000000003
569823,11001,ASSTD DESIGN RACING CAR PEN,2,10/6/2011 12:15,1.69,16895,United Kingdom,3.38,1.69,100.0
569721,11001,ASSTD DESIGN RACING CAR PEN,16,10/6/2011 9:28,1.69,12628,Germany,27.04,3.38,700.0
576593,11001,ASSTD DESIGN RACING CAR PEN,2,11/15/2011 14:48,1.69,15720,United Kingdom,3.38,27.04,-87.5
577091,11001,ASSTD DESIGN RACING CAR PEN,16,11/17/2011 16:29,1.69,16531,United Kingdom,27.04,3.38,700.0
574047,11001,ASSTD DESIGN RACING CAR PEN,16,11/2/2011 13:26,1.69,13318,United Kingdom,27.04,27.04,0.0
578233,11001,ASSTD DESIGN RACING CAR PEN,16,11/23/2011 12:20,1.69,14049,United Kingdom,27.04,27.04,0.0
578811,11001,ASSTD DESIGN RACING CAR PEN,16,11/25/2011 13:28,1.69,12438,Norway,27.04,27.04,0.0
579196,11001,ASSTD DESIGN RACING CAR PEN,3,11/28/2011 15:54,3.29,14096,United Kingdom,9.870000000000001,27.04,-63.49852071005917
C575257,11001,ASSTD DESIGN RACING CAR PEN,-1,11/9/2011 11:59,1.69,13623,United Kingdom,-1.69,9.870000000000001,-117.1225937183384
575258,11001,ASSTD DESIGN RACING CAR PEN,32,11/9/2011 12:00,1.69,13623,United Kingdom,54.08,-1.69,-3300.0
580054,11001,ASSTD DESIGN RACING CAR PEN,1,12/1/2011 13:08,1.69,18122,United Kingdom,1.69,54.08,-96.875
539421,11001,ASSTD DESIGN RACING CAR PEN,16,12/17/2010 14:21,1.69,14016,EIRE,27.04,1.69,1500.0
580386,11001,ASSTD DESIGN RACING CAR PEN,16,12/4/2011 10:29,1.69,18065,United Kingdom,27.04,27.04,0.0
C537043,11001,ASSTD DESIGN RACING CAR PEN,-1,12/5/2010 10:48,1.69,15351,United Kingdom,-1.69,27.04,-106.25
537050,11001,ASSTD DESIGN RACING CAR PEN,16,12/5/2010 11:10,1.69,14800,United Kingdom,27.04,-1.69,-1700.0
580727,11001,ASSTD DESIGN RACING CAR PEN,3,12/5/2011 17:17,3.29,14096,United Kingdom,9.870000000000001,27.04,-63.49852071005917
537689,11001,ASSTD DESIGN RACING CAR PEN,16,12/8/2010 10:36,1.69,15750,United Kingdom,27.04,9.870000000000001,173.96149949341435
537775,11001,ASSTD DESIGN RACING CAR PEN,16,12/8/2010 12:41,1.69,17722,United Kingdom,27.04,27.04,0.0
538073,11001,ASSTD DESIGN RACING CAR PEN,1,12/9/2010 14:10,1.69,17816,United Kingdom,1.69,27.04,-93.75
544059,11001,ASSTD DESIGN RACING CAR PEN,16,2/15/2011 13:00,1.69,14534,United Kingdom,27.04,1.69,1500.0
547772,11001,ASSTD DESIGN RACING CAR PEN,1,3/25/2011 11:34,1.69,17979,United Kingdom,1.69,27.04,-93.75
547886,11001,ASSTD DESIGN RACING CAR PEN,16,3/28/2011 9:21,1.69,13652,United Kingdom,27.04,1.69,1500.0
548160,11001,ASSTD DESIGN RACING CAR PEN,32,3/29/2011 13:33,1.69,16253,United Kingdom,54.08,27.04,100.0
550785,11001,ASSTD DESIGN RACING CAR PEN,16,4/20/2011 14:02,1.69,15517,United Kingdom,27.04,54.08,-50.0
548714,11001,ASSTD DESIGN RACING CAR PEN,16,4/3/2011 15:07,1.69,17337,United Kingdom,27.04,27.04,0.0
549538,11001,ASSTD DESIGN RACING CAR PEN,3,4/8/2011 17:25,1.69,17961,United Kingdom,5.07,27.04,-81.25
552965,11001,ASSTD DESIGN RACING CAR PEN,16,5/12/2011 13:10,1.69,13477,United Kingdom,27.04,5.07,433.3333333333333
554151,11001,ASSTD DESIGN RACING CAR PEN,16,5/23/2011 11:07,1.69,14049,United Kingdom,27.04,27.04,0.0
554858,11001,ASSTD DESIGN RACING CAR PEN,16,5/27/2011 10:15,1.69,17042,United Kingdom,27.04,27.04,0.0
554964,11001,ASSTD DESIGN RACING CAR PEN,16,5/27/2011 15:57,1.69,15867,United Kingdom,27.04,27.04,0.0
551982,11001,ASSTD DESIGN RACING CAR PEN,32,5/5/2011 13:56,1.69,15023,United Kingdom,54.08,27.04,100.0
556510,11001,ASSTD DESIGN RACING CAR PEN,16,6/13/2011 10:36,1.69,14911,EIRE,27.04,54.08,-50.0
556910,11001,ASSTD DESIGN RACING CAR PEN,16,6/15/2011 13:25,1.69,12748,United Kingdom,27.04,27.04,0.0
557749,11001,ASSTD DESIGN RACING CAR PEN,16,6/22/2011 12:44,1.69,13477,United Kingdom,27.04,27.04,0.0
557995,11001,ASSTD DESIGN RACING CAR PEN,32,6/24/2011 10:44,1.69,17979,United Kingdom,54.08,27.04,100.0
555413,11001,ASSTD DESIGN RACING CAR PEN,16,6/3/2011 9:50,1.69,17994,United Kingdom,27.04,54.08,-50.0
558684,11001,ASSTD DESIGN RACING CAR PEN,16,7/1/2011 11:29,1.69,14016,EIRE,27.04,27.04,0.0
560018,11001,ASSTD DESIGN RACING CAR PEN,2,7/14/2011 12:52,1.69,15987,United Kingdom,3.38,27.04,-87.5
560018,11001,ASSTD DESIGN RACING CAR PEN,3,7/14/2011 12:52,1.69,15987,United Kingdom,5.07,3.38,50.000000000000014
560997,11001,ASSTD DESIGN RACING CAR PEN,16,7/22/2011 13:59,1.69,12627,Germany,27.04,5.07,433.3333333333333
561544,11001,ASSTD DESIGN RACING CAR PEN,16,7/28/2011 10:14,1.69,16170,United Kingdom,27.04,27.04,0.0
563074,11001,ASSTD DESIGN RACING CAR PEN,80,8/11/2011 15:58,1.27,12931,United Kingdom,101.6,27.04,275.73964497041425
563585,11001,ASSTD DESIGN RACING CAR PEN,2,8/17/2011 17:01,1.69,17070,United Kingdom,3.38,101.6,-96.6732283464567
564433,11001,ASSTD DESIGN RACING CAR PEN,16,8/25/2011 11:46,1.69,16503,United Kingdom,27.04,3.38,700.0
564734,11001,ASSTD DESIGN RACING CAR PEN,16,8/28/2011 13:32,1.69,12484,Spain,27.04,27.04,0.0
C565044,11001,ASSTD DESIGN RACING CAR PEN,-180,8/31/2011 17:02,1.27,12931,United Kingdom,-228.6,27.04,-945.4142011834319
562439,11001,ASSTD DESIGN RACING CAR PEN,384,8/4/2011 18:06,1.27,12931,United Kingdom,487.68,-228.6,-313.3333333333333
566290,11001,ASSTD DESIGN RACING CAR PEN,5,9/11/2011 15:24,1.69,14456,United Kingdom,8.45,487.68,-98.2673064304462
566778,11001,ASSTD DESIGN RACING CAR PEN,7,9/15/2011 10:02,1.69,17961,United Kingdom,11.83,8.45,40.000000000000014
567192,11001,ASSTD DESIGN RACING CAR PEN,1,9/19/2011 9:20,1.69,17961,United Kingdom,1.69,11.83,-85.71428571428572
565325,11001,ASSTD DESIGN RACING CAR PEN,16,9/2/2011 13:22,1.69,16086,United Kingdom,27.04,1.69,1500.0
567656,11001,ASSTD DESIGN RACING CAR PEN,2,9/21/2011 14:40,3.29,14096,United Kingdom,6.58,27.04,-75.66568047337279
567875,11001,ASSTD DESIGN RACING CAR PEN,16,9/22/2011 14:29,1.69,16348,United Kingdom,27.04,6.58,310.94224924012155
C568412,11001,ASSTD DESIGN RACING CAR PEN,-1,9/27/2011 10:54,1.69,14456,United Kingdom,-1.69,27.04,-106.25
568517,11001,ASSTD DESIGN RACING CAR PEN,16,9/27/2011 12:52,1.69,14456,United Kingdom,27.04,-1.69,-1700.0
565443,11001,ASSTD DESIGN RACING CAR PEN,16,9/4/2011 14:22,1.69,12567,France,27.04,27.04,0.0
543126,15058C,ICE CREAM DESIGN GARDEN PARASOL,4,2/3/2011 14:41,7.95,13581,United Kingdom,31.8,,
546433,15058C,ICE CREAM DESIGN GARDEN PARASOL,2,3/14/2011 8:37,7.95,12778,Netherlands,15.9,31.8,-50.0
545530,15058C,ICE CREAM DESIGN GARDEN PARASOL,10,3/3/2011 13:45,3.95,17416,United Kingdom,39.5,15.9,148.42767295597486
545545,15058C,ICE CREAM DESIGN GARDEN PARASOL,1,3/3/2011 15:02,7.95,17841,United Kingdom,7.95,39.5,-79.87341772151899
550035,15058C,ICE CREAM DESIGN GARDEN PARASOL,2,4/14/2011 11:48,7.95,15039,United Kingdom,15.9,7.95,100.0
550359,15058C,ICE CREAM DESIGN GARDEN PARASOL,1,4/18/2011 10:41,7.95,17841,United Kingdom,7.95,15.9,-50.0
551142,15058C,ICE CREAM DESIGN GARDEN PARASOL,1,4/26/2011 13:22,7.95,17613,United Kingdom,7.95,7.95,0.0
550999,15058C,ICE CREAM DESIGN GARDEN PARASOL,4,4/26/2011 9:12,7.95,17670,United Kingdom,31.8,7.95,300.0
552542,15058C,ICE CREAM DESIGN GARDEN PARASOL,20,5/10/2011 10:20,3.95,16841,United Kingdom,79.0,31.8,148.42767295597486
552560,15058C,ICE CREAM DESIGN GARDEN PARASOL,10,5/10/2011 11:48,3.95,17581,United Kingdom,39.5,79.0,-50.0
552652,15058C,ICE CREAM DESIGN GARDEN PARASOL,1,5/10/2011 14:09,7.95,14591,United Kingdom,7.95,39.5,-79.87341772151899
552883,15058C,ICE CREAM DESIGN GARDEN PARASOL,10,5/12/2011 10:13,3.95,14646,Netherlands,39.5,7.95,396.85534591194966
553014,15058C,ICE CREAM DESIGN GARDEN PARASOL,1,5/12/2011 18:49,7.95,13451,United Kingdom,7.95,39.5,-79.87341772151899
552874,15058C,ICE CREAM DESIGN GARDEN PARASOL,10,5/12/2011 9:40,3.95,12621,Germany,39.5,7.95,396.85534591194966
553919,15058C,ICE CREAM DESIGN GARDEN PARASOL,10,5/20/2011 8:41,3.95,17416,United Kingdom,39.5,39.5,0.0
551811,15058C,ICE CREAM DESIGN GARDEN PARASOL,2,5/4/2011 11:37,7.95,15039,United Kingdom,15.9,39.5,-59.74683544303798
